Product,Quantity Ordered,Price Each,Month,Hour,Day,City,Revenue
AA Batteries (4-pack),1.0,3.84,7,10,Wednesday,Austin,3.84
USB-C Charging Cable,1.0,11.95,7,14,Tuesday,New York City,11.95
AA Batteries (4-pack),2.0,3.84,7,14,Sunday,New York City,7.68
USB-C Charging Cable,1.0,11.95,7,12,Monday,Boston,11.95
Wired Headphones,1.0,11.99,7,16,Monday,Dallas,11.99
USB-C Charging Cable,1.0,11.95,7,11,Saturday,New York City,11.95
27in FHD Monitor,1.0,149.99,7,15,Wednesday,Los Angeles,149.99
Bose SoundSport Headphones,1.0,99.99,7,5,Wednesday,San Francisco,99.99
USB-C Charging Cable,1.0,11.95,7,10,Thursday,Los Angeles,11.95
ThinkPad Laptop,1.0,999.99,7,19,Monday,New York City,999.99
AAA Batteries (4-pack),1.0,2.99,7,14,Wednesday,New York City,2.99
AAA Batteries (4-pack),1.0,2.99,7,19,Friday,Seattle,2.99
AA Batteries (4-pack),1.0,3.84,7,17,Sunday,Los Angeles,3.84
AAA Batteries (4-pack),2.0,2.99,7,0,Sunday,Portland,5.98
AA Batteries (4-pack),4.0,3.84,7,21,Sunday,Seattle,15.36
Apple Airpods Headphones,1.0,150.0,7,7,Thursday,Boston,150.0
Bose SoundSport Headphones,1.0,99.99,7,20,Sunday,San Francisco,99.99
Bose SoundSport Headphones,1.0,99.99,7,10,Friday,Los Angeles,99.99
ThinkPad Laptop,1.0,999.99,7,12,Thursday,Los Angeles,999.99
AAA Batteries (4-pack),2.0,2.99,7,0,Wednesday,San Francisco,5.98
27in FHD Monitor,1.0,149.99,7,13,Monday,San Francisco,149.99
USB-C Charging Cable,1.0,11.95,7,23,Wednesday,San Francisco,11.95
ThinkPad Laptop,1.0,999.99,7,7,Tuesday,Boston,999.99
Apple Airpods Headphones,1.0,150.0,7,13,Sunday,Boston,150.0
Vareebadd Phone,1.0,400.0,7,0,Monday,San Francisco,400.0
Lightning Charging Cable,1.0,14.95,7,23,Tuesday,Los Angeles,14.95
iPhone,1.0,700.0,7,10,Thursday,New York City,700.0
Wired Headphones,1.0,11.99,7,10,Thursday,New York City,11.99
Bose SoundSport Headphones,1.0,99.99,7,19,Saturday,Dallas,99.99
Wired Headphones,1.0,11.99,7,9,Monday,Atlanta,11.99
AAA Batteries (4-pack),1.0,2.99,7,15,Friday,New York City,2.99
Lightning Charging Cable,1.0,14.95,7,16,Friday,San Francisco,14.95
ThinkPad Laptop,1.0,999.99,7,10,Friday,New York City,999.99
Bose SoundSport Headphones,1.0,99.99,7,22,Monday,New York City,99.99
AA Batteries (4-pack),3.0,3.84,7,22,Sunday,Seattle,11.52
AAA Batteries (4-pack),1.0,2.99,7,9,Wednesday,Boston,2.99
Flatscreen TV,1.0,300.0,7,16,Tuesday,San Francisco,300.0
Flatscreen TV,1.0,300.0,7,13,Friday,San Francisco,300.0
AA Batteries (4-pack),1.0,3.84,7,21,Thursday,Atlanta,3.84
20in Monitor,1.0,109.99,7,0,Friday,Los Angeles,109.99
Flatscreen TV,1.0,300.0,7,18,Wednesday,New York City,300.0
Apple Airpods Headphones,1.0,150.0,7,20,Friday,Dallas,150.0
iPhone,1.0,700.0,7,23,Friday,San Francisco,700.0
Lightning Charging Cable,1.0,14.95,7,23,Friday,San Francisco,14.95
Lightning Charging Cable,1.0,14.95,7,11,Saturday,New York City,14.95
Apple Airpods Headphones,1.0,150.0,7,15,Saturday,Austin,150.0
AAA Batteries (4-pack),3.0,2.99,7,19,Tuesday,San Francisco,8.97
Bose SoundSport Headphones,1.0,99.99,7,17,Thursday,Seattle,99.99
iPhone,1.0,700.0,7,14,Wednesday,Atlanta,700.0
Macbook Pro Laptop,1.0,1700.0,7,16,Sunday,Seattle,1700.0
USB-C Charging Cable,1.0,11.95,7,18,Sunday,San Francisco,11.95
Bose SoundSport Headphones,1.0,99.99,7,15,Tuesday,Seattle,99.99
Bose SoundSport Headphones,1.0,99.99,7,7,Wednesday,Atlanta,99.99
Google Phone,1.0,600.0,7,17,Sunday,San Francisco,600.0
USB-C Charging Cable,1.0,11.95,7,17,Sunday,San Francisco,11.95
AA Batteries (4-pack),3.0,3.84,7,19,Friday,Los Angeles,11.52
USB-C Charging Cable,1.0,11.95,7,22,Sunday,Los Angeles,11.95
AAA Batteries (4-pack),1.0,2.99,7,16,Tuesday,New York City,2.99
Apple Airpods Headphones,1.0,150.0,7,13,Saturday,Boston,150.0
Apple Airpods Headphones,1.0,150.0,7,8,Friday,Boston,150.0
AA Batteries (4-pack),3.0,3.84,7,13,Sunday,Atlanta,11.52
AA Batteries (4-pack),2.0,3.84,7,15,Thursday,Portland,7.68
Lightning Charging Cable,1.0,14.95,7,0,Thursday,San Francisco,14.95
AAA Batteries (4-pack),1.0,2.99,7,15,Wednesday,Los Angeles,2.99
USB-C Charging Cable,1.0,11.95,7,14,Saturday,Boston,11.95
Wired Headphones,1.0,11.99,7,17,Thursday,Boston,11.99
iPhone,1.0,700.0,7,11,Monday,New York City,700.0
AAA Batteries (4-pack),1.0,2.99,7,22,Wednesday,Dallas,2.99
Wired Headphones,1.0,11.99,7,10,Thursday,San Francisco,11.99
AAA Batteries (4-pack),1.0,2.99,7,13,Friday,Atlanta,2.99
Lightning Charging Cable,1.0,14.95,7,18,Tuesday,Los Angeles,14.95
Apple Airpods Headphones,1.0,150.0,7,11,Sunday,Los Angeles,150.0
27in FHD Monitor,1.0,149.99,7,10,Tuesday,New York City,149.99
34in Ultrawide Monitor,1.0,379.99,7,15,Friday,Atlanta,379.99
Wired Headphones,1.0,11.99,7,1,Sunday,Los Angeles,11.99
Apple Airpods Headphones,1.0,150.0,7,12,Monday,Boston,150.0
Google Phone,1.0,600.0,7,20,Tuesday,San Francisco,600.0
USB-C Charging Cable,1.0,11.95,7,20,Tuesday,San Francisco,11.95
Google Phone,1.0,600.0,7,22,Thursday,Los Angeles,600.0
iPhone,1.0,700.0,7,13,Friday,Los Angeles,700.0
27in 4K Gaming Monitor,1.0,389.99,7,8,Monday,New York City,389.99
AAA Batteries (4-pack),4.0,2.99,7,9,Monday,San Francisco,11.96
AAA Batteries (4-pack),2.0,2.99,7,10,Monday,Los Angeles,5.98
Bose SoundSport Headphones,1.0,99.99,7,10,Monday,Austin,99.99
Bose SoundSport Headphones,1.0,99.99,7,7,Sunday,San Francisco,99.99
Macbook Pro Laptop,1.0,1700.0,7,17,Tuesday,Seattle,1700.0
AAA Batteries (4-pack),1.0,2.99,7,9,Thursday,New York City,2.99
AA Batteries (4-pack),1.0,3.84,7,19,Sunday,Los Angeles,3.84
AA Batteries (4-pack),1.0,3.84,7,10,Tuesday,Portland,3.84
Apple Airpods Headphones,1.0,150.0,7,12,Wednesday,Dallas,150.0
USB-C Charging Cable,1.0,11.95,7,10,Thursday,San Francisco,11.95
20in Monitor,1.0,109.99,7,9,Tuesday,Atlanta,109.99
Lightning Charging Cable,1.0,14.95,7,20,Wednesday,Dallas,14.95
AA Batteries (4-pack),1.0,3.84,7,12,Thursday,Austin,3.84
Bose SoundSport Headphones,1.0,99.99,7,17,Friday,Boston,99.99
Wired Headphones,1.0,11.99,7,11,Thursday,San Francisco,11.99
27in FHD Monitor,1.0,149.99,7,12,Thursday,Los Angeles,149.99
Wired Headphones,2.0,11.99,7,16,Friday,Dallas,23.98
AA Batteries (4-pack),1.0,3.84,7,22,Saturday,Los Angeles,3.84
Bose SoundSport Headphones,1.0,99.99,7,13,Monday,Seattle,99.99
Apple Airpods Headphones,1.0,150.0,7,22,Monday,San Francisco,150.0
USB-C Charging Cable,1.0,11.95,7,11,Wednesday,Atlanta,11.95
USB-C Charging Cable,1.0,11.95,7,4,Friday,Dallas,11.95
AA Batteries (4-pack),1.0,3.84,7,12,Tuesday,San Francisco,3.84
20in Monitor,1.0,109.99,7,10,Monday,Dallas,109.99
Macbook Pro Laptop,1.0,1700.0,7,1,Sunday,New York City,1700.0
27in 4K Gaming Monitor,1.0,389.99,7,11,Monday,Portland,389.99
Apple Airpods Headphones,1.0,150.0,7,0,Tuesday,San Francisco,150.0
AAA Batteries (4-pack),1.0,2.99,7,10,Thursday,San Francisco,2.99
AAA Batteries (4-pack),1.0,2.99,7,17,Sunday,San Francisco,2.99
34in Ultrawide Monitor,1.0,379.99,7,13,Saturday,Seattle,379.99
AAA Batteries (4-pack),1.0,2.99,7,15,Thursday,Los Angeles,2.99
USB-C Charging Cable,1.0,11.95,7,13,Tuesday,Los Angeles,11.95
AA Batteries (4-pack),2.0,3.84,7,16,Thursday,Los Angeles,7.68
Macbook Pro Laptop,1.0,1700.0,7,20,Saturday,Dallas,1700.0
Lightning Charging Cable,1.0,14.95,7,8,Tuesday,San Francisco,14.95
AAA Batteries (4-pack),1.0,2.99,7,8,Tuesday,San Francisco,2.99
Lightning Charging Cable,1.0,14.95,7,11,Friday,Boston,14.95
AAA Batteries (4-pack),1.0,2.99,7,11,Monday,San Francisco,2.99
Lightning Charging Cable,1.0,14.95,7,13,Friday,Atlanta,14.95
AA Batteries (4-pack),1.0,3.84,7,14,Thursday,San Francisco,3.84
Wired Headphones,1.0,11.99,7,8,Monday,New York City,11.99
Apple Airpods Headphones,1.0,150.0,7,3,Friday,San Francisco,150.0
Bose SoundSport Headphones,1.0,99.99,7,9,Sunday,San Francisco,99.99
Wired Headphones,1.0,11.99,7,16,Friday,Seattle,11.99
Lightning Charging Cable,1.0,14.95,7,10,Sunday,San Francisco,14.95
AAA Batteries (4-pack),1.0,2.99,7,10,Friday,New York City,2.99
Bose SoundSport Headphones,1.0,99.99,7,7,Wednesday,San Francisco,99.99
27in FHD Monitor,1.0,149.99,7,14,Friday,San Francisco,149.99
Macbook Pro Laptop,1.0,1700.0,7,23,Friday,Austin,1700.0
Apple Airpods Headphones,1.0,150.0,7,19,Saturday,San Francisco,150.0
ThinkPad Laptop,1.0,999.99,7,8,Saturday,Dallas,999.99
Google Phone,1.0,600.0,7,19,Saturday,Boston,600.0
USB-C Charging Cable,1.0,11.95,7,19,Saturday,Boston,11.95
Lightning Charging Cable,1.0,14.95,7,15,Saturday,San Francisco,14.95
AA Batteries (4-pack),1.0,3.84,7,12,Monday,Boston,3.84
AAA Batteries (4-pack),1.0,2.99,7,11,Monday,San Francisco,2.99
iPhone,1.0,700.0,7,18,Wednesday,Los Angeles,700.0
AA Batteries (4-pack),1.0,3.84,7,13,Friday,Portland,3.84
34in Ultrawide Monitor,1.0,379.99,7,19,Thursday,San Francisco,379.99
Apple Airpods Headphones,1.0,150.0,7,17,Wednesday,Dallas,150.0
Apple Airpods Headphones,1.0,150.0,7,8,Saturday,Los Angeles,150.0
Apple Airpods Headphones,1.0,150.0,7,18,Wednesday,Boston,150.0
Wired Headphones,1.0,11.99,7,9,Sunday,Los Angeles,11.99
27in 4K Gaming Monitor,1.0,389.99,7,8,Monday,Portland,389.99
Apple Airpods Headphones,1.0,150.0,7,21,Tuesday,Seattle,150.0
20in Monitor,1.0,109.99,7,12,Tuesday,Boston,109.99
27in FHD Monitor,1.0,149.99,7,11,Sunday,Los Angeles,149.99
AAA Batteries (4-pack),1.0,2.99,7,15,Thursday,Los Angeles,2.99
Wired Headphones,1.0,11.99,7,17,Sunday,San Francisco,11.99
AAA Batteries (4-pack),1.0,2.99,7,12,Thursday,Los Angeles,2.99
iPhone,1.0,700.0,7,18,Tuesday,San Francisco,700.0
Lightning Charging Cable,1.0,14.95,7,18,Tuesday,San Francisco,14.95
Lightning Charging Cable,2.0,14.95,7,22,Tuesday,Los Angeles,29.9
USB-C Charging Cable,1.0,11.95,7,11,Saturday,Portland,11.95
Wired Headphones,2.0,11.99,7,19,Friday,San Francisco,23.98
Flatscreen TV,1.0,300.0,7,16,Sunday,Dallas,300.0
USB-C Charging Cable,1.0,11.95,7,18,Friday,New York City,11.95
Google Phone,1.0,600.0,7,16,Sunday,Seattle,600.0
Wired Headphones,1.0,11.99,7,12,Sunday,New York City,11.99
USB-C Charging Cable,1.0,11.95,7,13,Friday,Boston,11.95
Google Phone,1.0,600.0,7,12,Monday,Boston,600.0
Lightning Charging Cable,2.0,14.95,7,21,Sunday,San Francisco,29.9
Apple Airpods Headphones,1.0,150.0,7,23,Thursday,Atlanta,150.0
Macbook Pro Laptop,1.0,1700.0,7,23,Saturday,New York City,1700.0
AAA Batteries (4-pack),1.0,2.99,7,7,Tuesday,Los Angeles,2.99
AAA Batteries (4-pack),1.0,2.99,7,17,Sunday,Austin,2.99
Bose SoundSport Headphones,1.0,99.99,7,11,Sunday,Los Angeles,99.99
Bose SoundSport Headphones,1.0,99.99,7,8,Sunday,New York City,99.99
Lightning Charging Cable,1.0,14.95,7,17,Sunday,Los Angeles,14.95
Apple Airpods Headphones,1.0,150.0,7,19,Saturday,San Francisco,150.0
AAA Batteries (4-pack),1.0,2.99,7,9,Monday,Austin,2.99
Lightning Charging Cable,1.0,14.95,7,15,Friday,Atlanta,14.95
27in FHD Monitor,1.0,149.99,7,17,Monday,Seattle,149.99
Wired Headphones,1.0,11.99,7,11,Sunday,Boston,11.99
Bose SoundSport Headphones,1.0,99.99,7,15,Monday,San Francisco,99.99
USB-C Charging Cable,1.0,11.95,7,16,Sunday,San Francisco,11.95
Wired Headphones,1.0,11.99,7,19,Monday,Boston,11.99
Wired Headphones,1.0,11.99,7,17,Friday,Seattle,11.99
AAA Batteries (4-pack),2.0,2.99,7,10,Sunday,Los Angeles,5.98
AAA Batteries (4-pack),1.0,2.99,7,19,Wednesday,New York City,2.99
Apple Airpods Headphones,1.0,150.0,7,18,Tuesday,Atlanta,150.0
Wired Headphones,1.0,11.99,7,8,Friday,New York City,11.99
AA Batteries (4-pack),1.0,3.84,7,20,Tuesday,Seattle,3.84
Macbook Pro Laptop,1.0,1700.0,7,10,Sunday,New York City,1700.0
Lightning Charging Cable,1.0,14.95,7,19,Monday,Portland,14.95
Wired Headphones,1.0,11.99,7,7,Monday,Portland,11.99
USB-C Charging Cable,1.0,11.95,7,23,Monday,Boston,11.95
Apple Airpods Headphones,1.0,150.0,7,22,Tuesday,New York City,150.0
Apple Airpods Headphones,1.0,150.0,7,19,Friday,Los Angeles,150.0
Bose SoundSport Headphones,1.0,99.99,7,6,Saturday,Boston,99.99
27in 4K Gaming Monitor,1.0,389.99,7,19,Thursday,New York City,389.99
Wired Headphones,1.0,11.99,7,12,Thursday,Seattle,11.99
AA Batteries (4-pack),1.0,3.84,7,18,Thursday,Los Angeles,3.84
Lightning Charging Cable,1.0,14.95,7,0,Saturday,Boston,14.95
Lightning Charging Cable,1.0,14.95,7,12,Sunday,Boston,14.95
AA Batteries (4-pack),1.0,3.84,7,9,Friday,New York City,3.84
AA Batteries (4-pack),2.0,3.84,7,19,Tuesday,San Francisco,7.68
Google Phone,1.0,600.0,7,6,Sunday,San Francisco,600.0
USB-C Charging Cable,1.0,11.95,7,6,Sunday,San Francisco,11.95
Lightning Charging Cable,1.0,14.95,7,10,Monday,Los Angeles,14.95
Apple Airpods Headphones,1.0,150.0,7,21,Wednesday,Seattle,150.0
34in Ultrawide Monitor,1.0,379.99,7,13,Sunday,San Francisco,379.99
Wired Headphones,2.0,11.99,7,11,Tuesday,Atlanta,23.98
27in 4K Gaming Monitor,1.0,389.99,7,0,Friday,Seattle,389.99
27in FHD Monitor,1.0,149.99,7,9,Monday,Dallas,149.99
Lightning Charging Cable,1.0,14.95,7,13,Sunday,San Francisco,14.95
AA Batteries (4-pack),1.0,3.84,7,16,Wednesday,Austin,3.84
AA Batteries (4-pack),1.0,3.84,7,20,Wednesday,San Francisco,3.84
Flatscreen TV,1.0,300.0,7,15,Wednesday,Los Angeles,300.0
AAA Batteries (4-pack),3.0,2.99,7,10,Saturday,Atlanta,8.97
Apple Airpods Headphones,1.0,150.0,7,8,Tuesday,Austin,150.0
AA Batteries (4-pack),1.0,3.84,7,5,Tuesday,New York City,3.84
AA Batteries (4-pack),1.0,3.84,7,8,Wednesday,Boston,3.84
Macbook Pro Laptop,1.0,1700.0,7,19,Saturday,Boston,1700.0
Bose SoundSport Headphones,1.0,99.99,7,7,Sunday,San Francisco,99.99
Lightning Charging Cable,1.0,14.95,7,15,Friday,Austin,14.95
AAA Batteries (4-pack),1.0,2.99,7,12,Tuesday,San Francisco,2.99
Apple Airpods Headphones,1.0,150.0,7,2,Wednesday,Austin,150.0
Apple Airpods Headphones,1.0,150.0,7,19,Sunday,Austin,150.0
AAA Batteries (4-pack),1.0,2.99,7,1,Tuesday,Seattle,2.99
USB-C Charging Cable,1.0,11.95,7,21,Tuesday,New York City,11.95
USB-C Charging Cable,1.0,11.95,7,14,Tuesday,Atlanta,11.95
AA Batteries (4-pack),1.0,3.84,7,10,Wednesday,Austin,3.84
AA Batteries (4-pack),1.0,3.84,7,23,Saturday,Los Angeles,3.84
Lightning Charging Cable,1.0,14.95,7,14,Friday,Boston,14.95
Lightning Charging Cable,1.0,14.95,7,8,Saturday,New York City,14.95
Macbook Pro Laptop,1.0,1700.0,7,17,Sunday,Seattle,1700.0
AA Batteries (4-pack),1.0,3.84,7,9,Sunday,New York City,3.84
AA Batteries (4-pack),1.0,3.84,7,17,Sunday,Austin,3.84
Lightning Charging Cable,1.0,14.95,7,19,Wednesday,Los Angeles,14.95
Macbook Pro Laptop,1.0,1700.0,7,17,Wednesday,San Francisco,1700.0
Lightning Charging Cable,1.0,14.95,7,22,Monday,Boston,14.95
Lightning Charging Cable,1.0,14.95,7,10,Saturday,San Francisco,14.95
iPhone,1.0,700.0,7,10,Saturday,Los Angeles,700.0
Lightning Charging Cable,1.0,14.95,7,10,Saturday,Los Angeles,14.95
AA Batteries (4-pack),2.0,3.84,7,12,Thursday,Los Angeles,7.68
Wired Headphones,1.0,11.99,7,8,Saturday,Austin,11.99
Vareebadd Phone,1.0,400.0,7,12,Tuesday,Seattle,400.0
Apple Airpods Headphones,1.0,150.0,7,9,Thursday,San Francisco,150.0
USB-C Charging Cable,1.0,11.95,7,17,Wednesday,Atlanta,11.95
Apple Airpods Headphones,1.0,150.0,7,18,Thursday,San Francisco,150.0
AA Batteries (4-pack),2.0,3.84,7,16,Thursday,San Francisco,7.68
Wired Headphones,1.0,11.99,7,15,Saturday,San Francisco,11.99
Apple Airpods Headphones,1.0,150.0,7,15,Wednesday,New York City,150.0
Lightning Charging Cable,1.0,14.95,7,17,Saturday,Portland,14.95
AA Batteries (4-pack),3.0,3.84,7,18,Monday,Dallas,11.52
Bose SoundSport Headphones,1.0,99.99,7,13,Wednesday,Boston,99.99
iPhone,1.0,700.0,7,14,Thursday,Boston,700.0
USB-C Charging Cable,1.0,11.95,7,19,Thursday,San Francisco,11.95
34in Ultrawide Monitor,1.0,379.99,7,12,Tuesday,Austin,379.99
USB-C Charging Cable,1.0,11.95,7,6,Tuesday,Los Angeles,11.95
20in Monitor,1.0,109.99,7,12,Monday,Dallas,109.99
Vareebadd Phone,1.0,400.0,7,20,Tuesday,San Francisco,400.0
iPhone,1.0,700.0,7,17,Tuesday,Los Angeles,700.0
AAA Batteries (4-pack),1.0,2.99,7,21,Tuesday,Los Angeles,2.99
AAA Batteries (4-pack),1.0,2.99,7,18,Friday,Portland,2.99
Apple Airpods Headphones,1.0,150.0,7,10,Tuesday,Seattle,150.0
Lightning Charging Cable,1.0,14.95,7,10,Tuesday,Los Angeles,14.95
LG Washing Machine,1.0,600.0,7,21,Monday,Seattle,600.0
USB-C Charging Cable,1.0,11.95,7,11,Friday,Boston,11.95
Wired Headphones,1.0,11.99,7,23,Thursday,Los Angeles,11.99
AA Batteries (4-pack),2.0,3.84,7,2,Sunday,Los Angeles,7.68
AA Batteries (4-pack),2.0,3.84,7,16,Tuesday,Austin,7.68
USB-C Charging Cable,1.0,11.95,7,8,Monday,Boston,11.95
AA Batteries (4-pack),1.0,3.84,7,11,Tuesday,New York City,3.84
Wired Headphones,2.0,11.99,7,11,Tuesday,Dallas,23.98
Lightning Charging Cable,1.0,14.95,7,15,Sunday,Atlanta,14.95
34in Ultrawide Monitor,1.0,379.99,7,2,Tuesday,Austin,379.99
Lightning Charging Cable,1.0,14.95,7,17,Tuesday,San Francisco,14.95
27in FHD Monitor,1.0,149.99,7,9,Saturday,San Francisco,149.99
Apple Airpods Headphones,1.0,150.0,7,17,Friday,San Francisco,150.0
LG Dryer,1.0,600.0,7,10,Tuesday,Los Angeles,600.0
iPhone,1.0,700.0,7,22,Sunday,Atlanta,700.0
Lightning Charging Cable,1.0,14.95,7,22,Sunday,Atlanta,14.95
Apple Airpods Headphones,1.0,150.0,7,22,Sunday,Atlanta,150.0
27in 4K Gaming Monitor,1.0,389.99,7,20,Saturday,Los Angeles,389.99
AA Batteries (4-pack),2.0,3.84,7,19,Sunday,Dallas,7.68
Lightning Charging Cable,1.0,14.95,7,20,Wednesday,Los Angeles,14.95
Bose SoundSport Headphones,1.0,99.99,7,16,Saturday,Atlanta,99.99
Google Phone,1.0,600.0,7,8,Wednesday,Portland,600.0
Apple Airpods Headphones,1.0,150.0,7,8,Thursday,Seattle,150.0
AA Batteries (4-pack),1.0,3.84,7,10,Tuesday,Atlanta,3.84
Lightning Charging Cable,1.0,14.95,7,20,Saturday,Boston,14.95
Wired Headphones,1.0,11.99,7,14,Saturday,Portland,11.99
Wired Headphones,2.0,11.99,7,15,Friday,San Francisco,23.98
AAA Batteries (4-pack),1.0,2.99,7,21,Thursday,Boston,2.99
Flatscreen TV,1.0,300.0,7,21,Thursday,Boston,300.0
Lightning Charging Cable,1.0,14.95,7,16,Wednesday,Los Angeles,14.95
Flatscreen TV,1.0,300.0,7,11,Thursday,Seattle,300.0
27in FHD Monitor,1.0,149.99,7,22,Thursday,San Francisco,149.99
AA Batteries (4-pack),1.0,3.84,7,16,Thursday,San Francisco,3.84
Macbook Pro Laptop,1.0,1700.0,7,22,Sunday,Dallas,1700.0
ThinkPad Laptop,1.0,999.99,7,14,Saturday,Los Angeles,999.99
34in Ultrawide Monitor,1.0,379.99,7,11,Saturday,Boston,379.99
AA Batteries (4-pack),1.0,3.84,7,14,Monday,Dallas,3.84
Bose SoundSport Headphones,1.0,99.99,7,11,Sunday,San Francisco,99.99
Apple Airpods Headphones,1.0,150.0,7,17,Sunday,Dallas,150.0
Apple Airpods Headphones,1.0,150.0,7,20,Saturday,Portland,150.0
AA Batteries (4-pack),1.0,3.84,7,2,Thursday,Seattle,3.84
27in 4K Gaming Monitor,1.0,389.99,7,15,Tuesday,Dallas,389.99
Flatscreen TV,1.0,300.0,7,22,Saturday,Dallas,300.0
AA Batteries (4-pack),1.0,3.84,7,14,Friday,Boston,3.84
Apple Airpods Headphones,1.0,150.0,7,11,Friday,Los Angeles,150.0
AA Batteries (4-pack),1.0,3.84,7,18,Sunday,Dallas,3.84
27in FHD Monitor,1.0,149.99,7,19,Tuesday,New York City,149.99
Lightning Charging Cable,1.0,14.95,7,14,Monday,Portland,14.95
iPhone,1.0,700.0,7,7,Saturday,Dallas,700.0
Lightning Charging Cable,1.0,14.95,7,7,Saturday,Dallas,14.95
USB-C Charging Cable,1.0,11.95,7,15,Monday,Dallas,11.95
AA Batteries (4-pack),2.0,3.84,7,9,Saturday,Boston,7.68
iPhone,1.0,700.0,7,8,Saturday,Seattle,700.0
Wired Headphones,1.0,11.99,7,13,Monday,Atlanta,11.99
Vareebadd Phone,1.0,400.0,7,13,Monday,Los Angeles,400.0
USB-C Charging Cable,1.0,11.95,7,15,Wednesday,New York City,11.95
AA Batteries (4-pack),2.0,3.84,7,14,Wednesday,San Francisco,7.68
Wired Headphones,1.0,11.99,7,13,Wednesday,San Francisco,11.99
Bose SoundSport Headphones,1.0,99.99,7,21,Tuesday,San Francisco,99.99
Lightning Charging Cable,1.0,14.95,7,15,Saturday,Boston,14.95
Wired Headphones,1.0,11.99,7,11,Wednesday,New York City,11.99
Wired Headphones,1.0,11.99,7,17,Tuesday,Austin,11.99
27in 4K Gaming Monitor,1.0,389.99,7,18,Saturday,New York City,389.99
Wired Headphones,1.0,11.99,7,1,Wednesday,Boston,11.99
Bose SoundSport Headphones,1.0,99.99,7,14,Thursday,Los Angeles,99.99
Apple Airpods Headphones,1.0,150.0,7,17,Wednesday,Portland,150.0
AAA Batteries (4-pack),1.0,2.99,7,12,Tuesday,Atlanta,2.99
Macbook Pro Laptop,1.0,1700.0,7,10,Monday,Boston,1700.0
AA Batteries (4-pack),1.0,3.84,7,10,Thursday,San Francisco,3.84
Lightning Charging Cable,1.0,14.95,7,0,Thursday,San Francisco,14.95
AAA Batteries (4-pack),1.0,2.99,7,18,Monday,San Francisco,2.99
AAA Batteries (4-pack),3.0,2.99,7,14,Saturday,Seattle,8.97
Apple Airpods Headphones,1.0,150.0,7,10,Saturday,Dallas,150.0
USB-C Charging Cable,1.0,11.95,7,10,Saturday,San Francisco,11.95
Bose SoundSport Headphones,2.0,99.99,7,16,Monday,San Francisco,199.98
Apple Airpods Headphones,1.0,150.0,7,15,Tuesday,Dallas,150.0
ThinkPad Laptop,1.0,999.99,7,15,Saturday,Los Angeles,999.99
Bose SoundSport Headphones,1.0,99.99,7,22,Tuesday,Portland,99.99
ThinkPad Laptop,1.0,999.99,7,18,Friday,New York City,999.99
Bose SoundSport Headphones,1.0,99.99,7,16,Wednesday,Boston,99.99
Macbook Pro Laptop,1.0,1700.0,7,16,Wednesday,Los Angeles,1700.0
USB-C Charging Cable,2.0,11.95,7,21,Friday,Portland,23.9
34in Ultrawide Monitor,1.0,379.99,7,13,Thursday,Los Angeles,379.99
Apple Airpods Headphones,1.0,150.0,7,12,Wednesday,Los Angeles,150.0
AAA Batteries (4-pack),1.0,2.99,7,7,Wednesday,New York City,2.99
ThinkPad Laptop,1.0,999.99,7,13,Wednesday,Seattle,999.99
ThinkPad Laptop,1.0,999.99,7,13,Sunday,Austin,999.99
Lightning Charging Cable,1.0,14.95,7,17,Saturday,New York City,14.95
Wired Headphones,1.0,11.99,7,22,Monday,Atlanta,11.99
Apple Airpods Headphones,1.0,150.0,7,7,Wednesday,Austin,150.0
AA Batteries (4-pack),3.0,3.84,7,22,Tuesday,San Francisco,11.52
20in Monitor,1.0,109.99,7,15,Wednesday,Dallas,109.99
Apple Airpods Headphones,1.0,150.0,7,18,Monday,New York City,150.0
Lightning Charging Cable,1.0,14.95,7,5,Saturday,Portland,14.95
USB-C Charging Cable,2.0,11.95,7,11,Thursday,Los Angeles,23.9
iPhone,1.0,700.0,7,17,Friday,Austin,700.0
AA Batteries (4-pack),1.0,3.84,7,8,Thursday,Portland,3.84
Bose SoundSport Headphones,1.0,99.99,7,14,Friday,Los Angeles,99.99
27in FHD Monitor,1.0,149.99,7,18,Sunday,Boston,149.99
Apple Airpods Headphones,1.0,150.0,7,12,Monday,Dallas,150.0
Lightning Charging Cable,1.0,14.95,7,12,Tuesday,Los Angeles,14.95
USB-C Charging Cable,2.0,11.95,7,23,Saturday,Atlanta,23.9
Lightning Charging Cable,1.0,14.95,7,13,Thursday,Boston,14.95
Apple Airpods Headphones,1.0,150.0,7,13,Wednesday,San Francisco,150.0
Apple Airpods Headphones,1.0,150.0,7,21,Sunday,Austin,150.0
AA Batteries (4-pack),1.0,3.84,7,13,Friday,Atlanta,3.84
USB-C Charging Cable,1.0,11.95,7,22,Wednesday,San Francisco,11.95
27in FHD Monitor,1.0,149.99,7,14,Friday,San Francisco,149.99
20in Monitor,1.0,109.99,7,19,Wednesday,Austin,109.99
27in FHD Monitor,1.0,149.99,7,14,Wednesday,New York City,149.99
Vareebadd Phone,1.0,400.0,7,8,Tuesday,Los Angeles,400.0
20in Monitor,1.0,109.99,7,16,Friday,Portland,109.99
AA Batteries (4-pack),1.0,3.84,7,21,Friday,Austin,3.84
27in FHD Monitor,1.0,149.99,7,15,Sunday,Seattle,149.99
